x1,y1,z1,x2,y2,z2,theta,phi,0.3um/s,0.5,1,1.5,2,2.5,3
0,0,21.95,0,0,51.95,0,0,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
4.3,0,4.3,25.52,0,25.52,45,0,0.58706766,0.59346086,0.6009419,0.59926057,0.5929994,0.58559239,0.57872963
4.39,0,0,34.39,0,0,90,0,0.54554099,0.55535197,0.57023704,0.5741452,0.57209057,0.56808692,0.56419957
4.3,0,-4.3,25.52,0,-25.52,135,0,0.61552596,0.62151074,0.62852007,0.62701446,0.62128466,0.61451411,0.60825652
0,0,-21.95,0,0,-51.95,180,0,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,45,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
3.04,3.04,4.3,18.04,18.04,25.52,45,45,0.580446,0.58330095,0.58188438,0.57196343,0.55846649,0.54473573,0.53224015
3.1,3.1,0,24.32,24.32,0,90,45,0.5809536,0.58531189,0.58709347,0.57943106,0.56738818,0.55454803,0.54256606
3.04,3.04,-4.3,18.04,18.04,-25.52,135,45,0.58088446,0.5837692,0.58241332,0.57254165,0.55908149,0.54537034,0.53287363
0,0,-21.95,0,0,-51.95,180,45,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,90,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
0,4.3,4.3,0,25.52,25.52,45,90,0.55748063,0.55258614,0.5333342,0.50901741,0.48465922,0.46280953,0.44406915
0,4.39,0,0,34.39,0,90,90,0.53478992,0.52951103,0.50857908,0.48209333,0.45560509,0.43190348,0.41162288
0,4.3,-4.3,0,25.52,-25.52,135,90,0.55408752,0.54911381,0.52955598,0.50481647,0.47996953,0.45760459,0.43834484
0,0,-21.95,0,0,-51.95,180,90,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,135,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
-3.04,3.04,4.3,-18.04,18.04,25.52,45,135,0.59121174,0.58024865,0.54960287,0.51888233,0.49158242,0.46866578,0.44969419
-3.1,3.1,0,-24.32,24.32,0,90,135,0.53100371,0.51776677,0.48205906,0.44775867,0.41840112,0.39456305,0.3753888
-3.04,3.04,-4.3,-18.04,18.04,-25.52,135,135,0.57495612,0.56359518,0.53194779,0.50036079,0.47240576,0.44903132,0.42975178
0,0,-21.95,0,0,-51.95,180,135,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,180,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
-4.3,0,4.3,-25.52,0,25.52,45,180,0.57148886,0.55815381,0.52306205,0.48980734,0.46129563,0.43791258,0.41884691
-4.39,0,0,-34.39,0,0,90,180,0.53064275,0.51467222,0.47437644,0.43797421,0.40788218,0.38384524,0.36459118
-4.3,0,-4.3,-25.52,0,-25.52,135,180,0.54526764,0.53127587,0.49473363,0.46049723,0.43149,0.40797573,0.38900796
0,0,-21.95,0,0,-51.95,180,180,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,225,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
-3.04,-3.04,4.3,-18.04,-18.04,25.52,45,225,0.56108236,0.54995012,0.51875138,0.48751268,0.45989171,0.43688482,0.41801587
-3.1,-3.1,0,-24.32,-24.32,0,90,225,0.5492838,0.53657156,0.5021354,0.46886697,0.44022843,0.41684023,0.39792302
-3.04,-3.04,-4.3,-18.04,-18.04,-25.52,135,225,0.5554266,0.54410344,0.51225322,0.4802435,0.45186257,0.42817178,0.40871057
0,0,-21.95,0,0,-51.95,180,225,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,270,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
0,-4.3,4.3,0,-25.52,25.52,45,270,0.56081682,0.55606127,0.53725863,0.51346678,0.48964897,0.46833,0.45010531
0,-4.39,0,0,-34.39,0,90,270,0.20347075,0.19611506,0.16764775,0.13324648,0.10113562,0.075044751,0.055347551
0,-4.3,-4.3,0,-25.52,-25.52,135,270,0.56369179,0.55919749,0.54094553,0.51753467,0.49394539,0.47274047,0.4545497
0,0,-21.95,0,0,-51.95,180,270,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,315,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
3.04,-3.04,4.3,18.04,-18.04,25.52,45,315,0.57723409,0.5801751,0.57892603,0.56909811,0.55563277,0.54189581,0.52937555
3.1,-3.1,0,24.32,-24.32,0,90,315,0.55928576,0.5637964,0.56546909,0.55718774,0.54430306,0.53060436,0.51784098
3.04,-3.04,-4.3,18.04,-18.04,-25.52,135,315,0.57828748,0.5811379,0.57968301,0.56968141,0.55607492,0.542225,0.52961349
0,0,-21.95,0,0,-51.95,180,315,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
0,0,21.95,0,0,51.95,0,360,0.3542273,0.34855357,0.32587016,0.29706573,0.26837325,0.24306446,0.22195993
4.3,0,4.3,25.52,0,25.52,45,360,0.58706766,0.59346086,0.6009419,0.59926057,0.5929994,0.58559239,0.57872963
4.39,0,0,34.39,0,0,90,360,0.54554099,0.55535197,0.57023704,0.5741452,0.57209057,0.56808692,0.56419957
4.3,0,-4.3,25.52,0,-25.52,135,360,0.61552596,0.62151074,0.62852007,0.62701446,0.62128466,0.61451411,0.60825652
0,0,-21.95,0,0,-51.95,180,360,0.38087249,0.37535504,0.35325021,0.32513595,0.29708728,0.27229226,0.25155115
