0,0,7.53,0,0,37.53,0,0,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
4.21,0,4.21,25.42,0,25.42,45,0,0.50967818,0.51427883,0.51688504,0.51031107,0.49961782,0.48834747,0.47807574
7.53,0,0,37.53,0,0,90,0,0.52065754,0.52987331,0.54430026,0.54882103,0.54797548,0.54542482,0.54301786
8.41,0,-8.41,29.63,0,-29.63,135,0,0.43819419,0.44394231,0.44830328,0.44196498,0.43051356,0.41807446,0.40659153
0,0,-7.53,0,0,-37.53,180,0,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,45,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
3,3,4.24,18,18,25.46,45,45,0.51029563,0.5120306,0.50785989,0.49562272,0.48049533,0.46577021,0.45273185
4.67,4.67,0,25.88,25.88,0,90,45,0.53292245,0.53686482,0.53815925,0.53070486,0.51938981,0.50758862,0.49678081
4.42,4.42,-6.25,19.42,19.42,-27.46,135,45,0.48609707,0.48755154,0.482333,0.46865651,0.45190707,0.43556046,0.421
0,0,-7.53,0,0,-37.53,180,45,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,90,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
0,4.67,4.67,0,25.88,25.88,45,90,0.51701093,0.51292008,0.49609029,0.47462583,0.45330158,0.43443185,0.41846985
0,5.95,0,0,35.95,0,90,90,0.48972416,0.48482102,0.46557254,0.44150764,0.4177337,0.39669666,0.37885141
0,4.67,-4.67,0,25.88,-25.88,135,90,0.51145595,0.506432,0.48747626,0.46427765,0.44162354,0.42176181,0.40506136
0,0,-7.53,0,0,-37.53,180,90,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,135,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
-4.42,4.42,6.25,-19.42,19.42,27.46,45,135,0.48327485,0.473308,0.44484508,0.4163014,0.39140993,0.37108925,0.35476968
-4.67,4.67,0,-25.88,25.88,0,90,135,0.48881274,0.47658581,0.4435834,0.41194102,0.38492382,0.36299908,0.34532571
-3,3,-4.24,-18,18,-25.46,135,135,0.48536357,0.47472909,0.44439653,0.41381747,0.38688317,0.36461279,0.34647641
0,0,-7.53,0,0,-37.53,180,135,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,180,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
-8.41,0,8.41,-29.63,0,29.63,45,180,0.38312703,0.36863178,0.33084866,0.29614818,0.26766837,0.24540178,0.2280619
-7.53,0,0,-37.53,0,0,90,180,0.4883776,0.4732044,0.43554401,0.40228617,0.37534225,0.35415104,0.33734939
-4.21,0,-4.21,-25.42,0,-25.42,135,180,0.49425468,0.4819468,0.44901168,0.41770327,0.39114448,0.36970952,0.35251373
0,0,-7.53,0,0,-37.53,180,180,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,225,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
-4.42,-4.42,6.25,-19.42,-19.42,27.46,45,225,0.45496324,0.44441795,0.41439229,0.38437566,0.35827491,0.33703309,0.32003346
-4.67,-4.67,0,-25.88,-25.88,0,90,225,0.49621576,0.48425046,0.45204914,0.42130536,0.39517277,0.37406376,0.357124
-3,-3,-4.24,-18,-18,-25.46,135,225,0.4943482,0.48409772,0.45476633,0.42515397,0.39909217,0.37759271,0.3601402
0,0,-7.53,0,0,-37.53,180,225,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,270,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
0,-4.67,4.67,0,-25.88,25.88,45,270,0.49933183,0.49502376,0.47746703,0.45517889,0.4330928,0.41359466,0.39714542
0,-5.95,0,0,-35.95,0,90,270,0.49773359,0.49289441,0.47405007,0.45061395,0.42755246,0.40722808,0.39006272
0,-4.67,-4.67,0,-25.88,-25.88,135,270,0.50615931,0.50088441,0.48134604,0.45765755,0.43460295,0.41440818,0.39742115
0,0,-7.53,0,0,-37.53,180,270,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,315,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
3,-3,4.24,18,-18,25.46,45,315,0.5329662,0.53463548,0.53067309,0.51899981,0.50453848,0.49041408,0.47784898
4.67,-4.67,0,25.88,-25.88,0,90,315,0.52168554,0.52603096,0.52811474,0.52116126,0.51014495,0.49852902,0.48784986
4.42,-4.42,-6.25,19.42,-19.42,-27.46,135,315,0.47261211,0.47405374,0.46856719,0.45442063,0.43714178,0.42028624,0.40526474
0,0,-7.53,0,0,-37.53,180,315,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
0,0,7.53,0,0,37.53,0,360,0.51577604,0.51203704,0.49612281,0.47551301,0.45491844,0.43666303,0.42123389
4.21,0,4.21,25.42,0,25.42,45,360,0.50967818,0.51427883,0.51688504,0.51031107,0.49961782,0.48834747,0.47807574
7.53,0,0,37.53,0,0,90,360,0.52065754,0.52987331,0.54430026,0.54882103,0.54797548,0.54542482,0.54301786
8.41,0,-8.41,29.63,0,-29.63,135,360,0.43819419,0.44394231,0.44830328,0.44196498,0.43051356,0.41807446,0.40659153
0,0,-7.53,0,0,-37.53,180,360,0.48595166,0.4804787,0.46015376,0.43544102,0.41133633,0.39019233,0.3723993
