1,-0.48,1,-0.61538,0.96129
1,-0.56,1,-0.45455,1.0331
1,-0.36,1,-0.5,0.7761
1,0.14,1,-0.92982,0.73681
1,-0.28,1,-0.94444,0.97931
1,0.24,1,-0.80645,0.6193
1,-0.36,1,-0.875,0.99172
1,-0.2,1,-0.95,0.915
1,-0.24,1,-1,1.0061
1,-0.36,1,-0.9375,1.055
1,0.02,1,-1,0.8449
1,0.28,1,-1,0.8189
1,0.46,1,-1,0.8801
1,0.24,1,-0.96774,0.77643
1,-0.46,1,-1,1.2481
