0,0,9.92,0,0,39.92,0,0,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
4.46,0,4.46,25.67,0,25.67,45,0,0.50047439,0.50572282,0.50978357,0.50441194,0.49471915,0.48432431,0.4748289
6.31,0,0,36.31,0,0,90,0,0.50319266,0.51260602,0.52722371,0.53166944,0.53066421,0.52797836,0.52546269
7.01,0,-7.01,28.23,0,-28.23,135,0,0.48002616,0.48572451,0.49065334,0.48572859,0.47614616,0.46568456,0.45605436
0,0,-9.92,0,0,-39.92,180,0,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,45,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
3.25,3.25,4.59,18.25,18.25,25.8,45,45,0.51526302,0.51729864,0.51398194,0.50261343,0.48824659,0.47413954,0.46156317
4.33,4.33,0,25.54,25.54,0,90,45,0.49041885,0.49506518,0.49732879,0.48997778,0.47831219,0.46602309,0.45470878
4.36,4.36,-6.17,19.36,19.36,-27.38,135,45,0.46833912,0.47030628,0.46603474,0.45292509,0.43650949,0.42038926,0.40597671
0,0,-9.92,0,0,-39.92,180,45,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,90,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
0,5.1,5.1,0,26.32,26.32,45,90,0.51827717,0.5139336,0.49662766,0.47487026,0.45336282,0.43436974,0.41829348
0,5.95,0,0,35.95,0,90,90,0.50268739,0.49797231,0.47939119,0.45609808,0.43304044,0.41261053,0.39524204
0,5.1,-5.1,0,26.32,-26.32,135,90,0.46191686,0.45620373,0.43499842,0.4092854,0.38428134,0.36241618,0.34403968
0,0,-9.92,0,0,-39.92,180,90,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,135,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
-4.36,4.36,6.17,-19.36,19.36,27.38,45,135,0.46025768,0.44928345,0.41836023,0.38764209,0.36095217,0.33917865,0.32165983
-4.33,4.33,0,-25.54,25.54,0,90,135,0.49000767,0.47767076,0.44471848,0.41351005,0.38714886,0.36596921,0.34903681
-3.25,3.25,-4.59,-18.25,18.25,-25.8,135,135,0.47807088,0.46714845,0.43616325,0.405081,0.37780637,0.35534149,0.3371056
0,0,-9.92,0,0,-39.92,180,135,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,180,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
-7.01,0,7.01,-28.23,0,28.23,45,180,0.4432286,0.42954421,0.39370862,0.36046264,0.33281633,0.31088161,0.29352796
-6.31,0,0,-36.31,0,0,90,180,0.47210324,0.4564245,0.41741145,0.38288647,0.35489345,0.33288369,0.31543893
-4.46,0,-4.46,-25.67,0,-25.67,135,180,0.4696545,0.4566662,0.42232513,0.3901653,0.36326078,0.34183535,0.32484552
0,0,-9.92,0,0,-39.92,180,180,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,225,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
-4.36,-4.36,6.17,-19.36,-19.36,27.38,45,225,0.46348488,0.45271307,0.42225695,0.39196682,0.36568591,0.34431002,0.32718146
-4.33,-4.33,0,-25.54,-25.54,0,90,225,0.47737721,0.46455631,0.43020779,0.39753357,0.36980861,0.3474327,0.32947233
-3.25,-3.25,-4.59,-18.25,-18.25,-25.8,135,225,0.50127387,0.49077907,0.46099088,0.43105322,0.40469977,0.38289821,0.36510608
0,0,-9.92,0,0,-39.92,180,225,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,270,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
0,-5.1,5.1,0,-26.32,26.32,45,270,0.49840814,0.49414921,0.47673771,0.45462763,0.43274757,0.41347745,0.39724997
0,-5.95,0,0,-35.95,0,90,270,0.51073968,0.50603664,0.48753804,0.46436816,0.44142845,0.42107847,0.4037452
0,-5.1,-5.1,0,-26.32,-26.32,135,270,0.49643263,0.49137798,0.47210968,0.44837335,0.42508599,0.40458703,0.38725868
0,0,-9.92,0,0,-39.92,180,270,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,315,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
3.25,-3.25,4.59,18.25,-18.25,25.8,45,315,0.50110555,0.50313801,0.49952745,0.48763248,0.47270074,0.45809019,0.44510108
4.33,-4.33,0,25.54,-25.54,0,90,315,0.51240581,0.51683933,0.51898962,0.5119282,0.50072491,0.48892626,0.47807646
4.36,-4.36,-6.17,19.36,-19.36,-27.38,135,315,0.48699355,0.4890396,0.48526356,0.47290277,0.4572874,0.44190028,0.42811689
0,0,-9.92,0,0,-39.92,180,315,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
0,0,9.92,0,0,39.92,0,360,0.49810198,0.49406716,0.47737387,0.45605603,0.43491825,0.41630727,0.40066701
4.46,0,4.46,25.67,0,25.67,45,360,0.50047439,0.50572282,0.50978357,0.50441194,0.49471915,0.48432431,0.4748289
6.31,0,0,36.31,0,0,90,360,0.50319266,0.51260602,0.52722371,0.53166944,0.53066421,0.52797836,0.52546269
7.01,0,-7.01,28.23,0,-28.23,135,360,0.48002616,0.48572451,0.49065334,0.48572859,0.47614616,0.46568456,0.45605436
0,0,-9.92,0,0,-39.92,180,360,0.49248603,0.48716351,0.46743166,0.44345737,0.4200719,0.39956293,0.38228545
