45.131,-148.82,-40.478,138.22,163.72,-107.19,109.13,-150.94,89.141,-166.12,115.78,-16.913,75.556,-155.59,-19.451,89.097,61.816,-58.147,-77.293,-101.75,172.32,91.591,27.87,-159.97,140.65,-178.02,-116.18,-108.31,116.53,-59.372,-85.871,-149.25,74.626,-69.302,-89.951,176.31,29.202,-177.21,120.34,117.03,-166.94,-61.475,-179.06,93.27,160.37,176.5,-103.55,53.613,173.63,-120.64,126.09,-27.288,-149.17,-35.633,-1.409,-149.86,52.409,82.343,-69.294,-140.45,80.704,61.653,9.8934,145.04,-162.35,-102.18,-3.1142,117.06,-16.189,-38.273,-76.63,-163.17,-58.546,-56.798,22.055,-67.124,15.799,-166.47,-77.475,-108.33,-15.487,-175.74,-48.787,135.96,-42.573,-171.66,-111.74,179.1,-24.095,-0.57629,-60.471,77.19,59.517,-106.53,-140.86,-83.528,-117.82,-34.372,105.42,-85.378
2.0648,-154.21,-52.496,-164.9,-160.91,-91.246,119.58,-129.31,95.473,-115.38,115.74,140.67,-41.774,-158.77,-26.222,-115.28,28.052,-20.743,-161.6,-19.43,162.77,91.91,-48.872,-130.79,136.69,-178.73,-71.935,-166.9,-107.33,-33.756,-76.061,-146.2,76.66,-75.459,-31.139,-123.09,10.565,-178.14,92.564,-170.3,-167.2,-85.733,173.87,95.073,-176.19,-141.88,-54.365,32.939,-48.243,-67.645,159.22,-24.995,-174.87,-50.502,69.596,-157.48,156,114.25,-65.011,-151.86,81.033,172.47,-53.568,126.99,-95.147,-109.57,172.93,115.86,148.12,2.9345,35.007,-106.65,17.682,15.683,-24.307,-36.116,-24.835,137.62,11.618,-167.11,41.919,-125.18,-132.46,155.54,-5.6659,-109.19,-137.15,95.83,-24.615,130.58,-129.27,49.42,34.566,-102.58,123.54,-55.965,-75.774,-85.314,144.14,-117.58
-17.486,-101.13,-59.177,-133.14,-155.92,-23.93,79.395,-132.79,84.417,-144.13,174.79,-149.52,-52.87,169.85,-40.721,-118.94,-10.263,-26.866,-157.46,-54.536,171.06,133.73,-45.457,-142.17,110.83,169.04,-80.323,-138.41,-128.36,-8.4185,-78.227,176.47,125.82,35.313,-30.279,-92.984,-0.9536,177.31,-177.07,-145.2,169.95,-67.952,170.42,96.381,173.55,-120.87,-88.79,31.928,-146.76,-68.058,150.38,16.917,163.85,-71.91,23.342,46.425,-106.95,137.49,-117.54,-143.03,120.06,177.76,-56.2,160.05,-49.131,-122.33,176.98,119.27,123.7,-45.542,-25.875,-86.832,16.467,25.448,-59.833,-49.255,12.613,-170.65,-16.588,-112.72,-47.955,-146.19,-120.84,-172.82,-60.855,-145.07,-127.63,42.526,-64.741,119.22,-124.58,9.1257,-26.26,-94.896,90.801,-155.72,-41.574,-126.92,139.71,-121.88
-25.533,-97.802,-79.11,-123.8,-153.01,4.9059,111.19,-136.95,120.38,-139.44,-146.21,150.5,-64.366,132.67,-49.54,-54.72,-9.8143,-53.314,148.27,-49.952,125.2,145.42,-52.007,-149.55,118.23,-172.11,-148.64,-160.2,-135.64,-37.15,-11.122,-118.45,76.032,-20.976,20.522,-95.549,-0.50239,169.13,-167.44,-124.69,-178.45,-65.594,165.02,109.94,-172.46,-74.37,-68.024,51.789,-85.382,-68.119,115.2,-23.14,-170.79,-55.416,26.848,11.553,-76.795,124,-123,-168.82,116.6,-175.71,-64.599,136.91,-43.426,-121.69,-179.76,137.57,114.29,-21.349,9.052,-75.549,15.856,-0.2431,-80.729,-96.009,41.549,169.87,74.39,-102.49,55.978,-144.64,-109.72,-160.42,-111.86,-146.45,-124.79,101.81,10.171,129.31,-92.299,40.297,-18.762,-120.06,38.664,169.15,-54.234,-125.52,143.65,149.7
-10.794,-109.02,-78.503,-134.57,-172.1,3.5476,133.31,-123.87,-179.96,-136.11,-140.15,125.2,-111.98,117.62,-65.87,-60.116,-26.303,-57.204,133.11,-40.018,129.79,157.6,-55.52,-152.86,107.4,-167.44,170.62,173.89,-108.46,2.493,16.566,-57.434,-170.78,-78.393,12.775,-122.42,-34.136,-161.98,-166.12,-138.74,-168.6,-148.58,165.37,134.98,-178.38,-56.27,-61.216,13.519,-134.92,-46.178,68.602,-55.815,-171.04,-62.689,-27.962,7.6428,-88.723,118.13,-95.532,-149.42,119.6,-164.22,-94.558,138.45,-79.796,-93.457,-167.64,153.65,94.729,-9.6143,24.989,-79.652,54.244,126.32,-92.305,-126.91,36.899,171.75,34.674,-163.91,-46.395,-124.6,-103.78,-164.53,-121.53,-165.64,-130.56,110.19,38.326,137.29,-70.362,14.455,29.974,-94.091,28.74,157.5,-75.05,-137.31,16.326,-144.31
35.575,-105.53,-85.024,-133.4,-141.18,80.911,113.88,-123.35,161.7,176.36,-173.59,101.21,-116.32,154.23,-53.081,-50.537,-10.131,-101.35,153.1,-43.549,124.89,140.53,-55.928,-179.3,112.13,-166.6,160.98,177.35,-107.62,3.4884,9.6033,-98.613,-166.66,-121.38,-13.409,-77.306,-18.805,-161.8,-130.66,-140.92,166.71,-155.58,154.57,133.87,-162.89,-95.497,-110.39,20.661,-152.26,-64.489,20.483,-41.528,-153.19,-93.156,20.195,-6.7259,-57.413,129.36,-88.997,-118.07,117.79,-120.87,-100.95,146.03,-0.58662,-141.06,-172.72,159.2,104.08,21.326,-31.632,-53.878,89.531,-50.247,-126.49,-150.57,39.387,-176.96,66.712,162.53,-110.2,-113.88,-141.83,-164.48,-140.74,-147.97,-113.93,148.18,60.067,133.17,-79.496,-2.4134,104.89,-100.52,33.916,147.96,-74.707,-118.11,-91.317,-94.863
56.189,-77.746,-89.085,-141.39,-150.86,52.768,119.34,-124.1,171.06,169.64,163.5,110.02,175.64,162.82,-40.986,-33.212,-2.1475,-142.39,138.58,-48.043,123.47,153.05,-81.601,-157.47,110.19,-168.49,165.55,161.3,-82.826,-4.3523,-9.0543,-103.58,177.32,-145.91,1.5324,-125.64,-7.0519,-136.03,-166.33,-99.296,178.83,-168.41,133.48,123.44,-164.89,-56.627,-151.33,22.682,169.65,-66.155,30.567,-54.45,-171.31,-131.54,-6.6801,2.3267,-36.38,134.11,-69.141,-110.54,116.41,-169.48,-94.747,133.64,-60.117,-169.52,174.23,176.08,106.04,30.894,-73.799,-60.242,131.55,-20.519,-119.29,-160.54,39.711,172.29,70.183,156.14,-113.63,-115.25,-120.71,-172.03,-117.27,-162.93,-128.16,171.52,50.051,169.15,-58.656,-2.4715,117.54,-106.56,27.936,134.74,-77.556,-137.42,-112.74,-87.824
90.875,-90.886,-92.445,-153.45,-133.02,54.876,102.22,-118.45,120.47,167.72,169.03,137.3,178.85,158.14,-50.555,-13.561,-4.252,-178.43,164.68,-65.003,128.9,165.54,-76.574,-165.99,90.434,-148.04,166.91,-165.63,-83.751,0.80425,-26.852,-77.952,-150.24,-94.165,21.551,-121.94,-2.0152,-130.92,123.61,-118.52,-179.31,-148.15,160.79,108.91,-159.76,-18.16,-117.74,23.308,-147.62,-65.701,44.542,-72.225,178.64,-132.21,9.2061,-16.559,-1.3391,132.57,-107.31,-109.9,123.86,-82.472,-76.053,138.47,-18.371,-157.47,164.01,172.16,98.132,16.402,-85.074,-69.002,132.3,16.548,-118.93,175.69,31.689,-156.2,51.571,171.71,-76.66,-102.47,-140.25,-153.67,-141.5,-156.94,-113.38,156.88,80.33,158.67,-62.311,-15.48,160.29,-86.372,60.027,134.17,-90.472,-141.28,-126.09,-128.33
73.713,-106.14,-99.232,-142.07,-120.31,68.465,111.79,-134.55,102.05,152.67,156.21,132.52,128.46,143.84,-71.911,-3.6936,-37.705,169.6,167,-64.859,139.44,171.95,-103.5,179.39,78.581,-168.16,-175.66,-141.48,-91.729,-4.0559,-30.31,-71.844,-160.99,-60.88,49.347,-121.63,-5.6545,-112.26,107.63,-125.38,-171.37,-155.61,159.99,127.7,-163.32,-19.762,-117.23,22.798,-147.33,-76.407,83.837,-106.76,-162.23,-100.52,45.611,-8.3442,17.204,110.71,-100.91,-106.02,127.02,-135,-98.027,139.96,-43.13,-171.21,160.45,171.31,96.148,35.661,-146.56,-82.653,149.55,1.1159,-44.434,-178.3,8.0018,-121.64,54.949,166.1,-114.32,-112.71,-137.92,-154.47,-145.33,-147.56,-109.22,160.03,45.651,156.69,-42.674,-30.703,158.31,-109.83,23.37,110.17,-117.75,-140.54,-100.13,-134.58
74.822,-96.256,-107.75,-147.9,-136.37,76.916,121.99,-130.73,137.1,59.886,-162.62,106.3,107.96,119.06,-102.72,-14.86,-12.317,167.68,162.01,-76.388,146.77,146.07,-111.58,-163.04,79.738,173.69,-177.3,-152.17,-88.397,-18.101,-28.015,-70.821,-161.55,-71.503,69.164,-135.41,-5.7292,-115.26,171.98,-137.41,169.74,-122.25,173.93,147.42,-162.17,-43.141,-86.15,24.362,-148.61,-50.291,93.475,-131.07,-158.78,-83.947,88.409,-11.083,18.835,115.16,-98.398,-118.72,116.32,-127.09,-99.099,151.8,-110.7,-175.89,173.72,168.6,101.05,37.634,-90.802,-81.987,173.88,18.293,0.74442,-153.9,18.943,-123.1,46.486,170.98,-97.39,-114.26,154.57,-166.82,-171.05,-156.27,-108.34,123.8,67.864,111.21,-27.616,-24.134,127.37,-129.96,22.441,112.24,-91.523,-140.97,-110.2,-159.95
