0,0,11.9,0,0,41.9,0,0,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
5.32,0,5.32,26.54,0,26.54,45,0,0.52729201,0.53326559,0.53948492,0.5361433,0.5280413,0.51884168,0.51030391
5.95,0,0,35.95,0,0,90,0,0.52802932,0.53766859,0.5531947,0.55856013,0.55821812,0.55594206,0.55369574
5.32,0,-5.32,26.54,0,-26.54,135,0,0.51275092,0.51894945,0.52547383,0.52212387,0.51383579,0.50439388,0.49562311
0,0,-11.9,0,0,-41.9,180,0,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,45,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
3.76,3.76,5.32,18.76,18.76,26.54,45,45,0.48475122,0.48800996,0.48680109,0.47609672,0.46139616,0.44650733,0.43307102
4.21,4.21,0,25.42,25.42,0,90,45,0.50119746,0.50676167,0.51123869,0.50552458,0.49486348,0.48316029,0.47224632
3.76,3.76,-5.32,18.76,18.76,-26.54,135,45,0.48475122,0.48800996,0.48680109,0.47609672,0.46139616,0.44650733,0.43307102
0,0,-11.9,0,0,-41.9,180,45,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,90,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
0,5.32,5.32,0,26.54,26.54,45,90,0.44935751,0.44507992,0.42633688,0.40158728,0.37662822,0.35443971,0.33569947
0,5.95,0,0,35.95,0,90,90,0.45327693,0.44885948,0.42974836,0.40472317,0.37964198,0.35746232,0.33881548
0,5.32,-5.32,0,26.54,-26.54,135,90,0.47865358,0.47476906,0.45739958,0.43426064,0.41084298,0.38999093,0.37236759
0,0,-11.9,0,0,-41.9,180,90,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,135,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
-3.76,3.76,5.32,-18.76,18.76,26.54,45,135,0.53895181,0.52885169,0.49990445,0.47051823,0.44450501,0.42292348,0.40529761
-4.21,4.21,0,-25.42,25.42,0,90,135,0.50578886,0.49411672,0.4618324,0.43025416,0.4030973,0.38108611,0.36344415
-3.76,3.76,-5.32,-18.76,18.76,-26.54,135,135,0.45716473,0.44648492,0.41534913,0.38354501,0.35557044,0.33269528,0.31437251
0,0,-11.9,0,0,-41.9,180,135,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,180,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
-5.32,0,5.32,-26.54,0,26.54,45,180,0.46042496,0.4471409,0.4111205,0.37649515,0.34703511,0.32333049,0.30443543
-5.95,0,0,-35.95,0,0,90,180,0.48395672,0.4687109,0.43014696,0.39564192,0.36771262,0.34597102,0.32898515
-5.32,0,-5.32,-26.54,0,-26.54,135,180,0.49963129,0.48731303,0.45374855,0.42127886,0.39348286,0.3709825,0.35294378
0,0,-11.9,0,0,-41.9,180,180,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,225,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
-3.76,-3.76,5.32,-18.76,-18.76,26.54,45,225,0.48360199,0.47335827,0.44337398,0.41253811,0.38519302,0.36262488,0.34437019
-4.21,-4.21,0,-25.42,-25.42,0,90,225,0.49068969,0.47877365,0.44589069,0.41381785,0.38630155,0.36404046,0.34621868
-3.76,-3.76,-5.32,-18.76,-18.76,-26.54,135,225,0.49148345,0.48136595,0.45180234,0.42145294,0.39458025,0.37243482,0.35454789
0,0,-11.9,0,0,-41.9,180,225,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,270,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
0,-5.32,5.32,0,-26.54,26.54,45,270,0.51814067,0.5143168,0.49765769,0.47570029,0.45354083,0.43379182,0.41704634
0,-5.95,0,0,-35.95,0,90,270,0.5060491,0.50225371,0.48521593,0.46245015,0.43932104,0.41860664,0.40096408
0,-5.32,-5.32,0,-26.54,-26.54,135,270,0.46894011,0.4648369,0.44683447,0.4230794,0.39916024,0.37793466,0.36003995
0,0,-11.9,0,0,-41.9,180,270,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,315,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
3.76,-3.76,5.32,18.76,-18.76,26.54,45,315,0.52168787,0.52465755,0.52338147,0.51333451,0.49963984,0.48580953,0.47334063
4.21,-4.21,0,25.42,-25.42,0,90,315,0.5314852,0.53675634,0.54103345,0.53569365,0.52569151,0.51471126,0.5044741
3.76,-3.76,-5.32,18.76,-18.76,-26.54,135,315,0.4945685,0.4976072,0.49600017,0.4851144,0.47038883,0.45555454,0.44219869
0,0,-11.9,0,0,-41.9,180,315,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
0,0,11.9,0,0,41.9,0,360,0.43414152,0.42986703,0.4112401,0.38670504,0.36200112,0.34008741,0.32163912
5.32,0,5.32,26.54,0,26.54,45,360,0.52729201,0.53326559,0.53948492,0.5361433,0.5280413,0.51884168,0.51030391
5.95,0,0,35.95,0,0,90,360,0.580373,0.59665,0.609623,0.613798,0.613227,0.611138,0.609151
5.32,0,-5.32,26.54,0,-26.54,135,360,0.51275092,0.51894945,0.52547383,0.52212387,0.51383579,0.50439388,0.49562311
0,0,-11.9,0,0,-41.9,180,360,0.39425138,0.38984475,0.37024468,0.34422988,0.31799877,0.29475847,0.27524787
